strategy,corrective,case_id,question,context_recall,context_precision,faithfulness,correctness,answer_relevancy,is_relevant_but_incorrect,latency_ms,estimated_cost_usd,corrective_category,corrective_attempts
dense,True,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.9,1.0,False,3106.420353986323,0.00037276999999999997,correct,1
dense,True,cluster-004,What are the main components of the Kubernetes control plane?,1.0,0.8,0.0,0.0,0.0,False,2013.0912110907957,0.00023797,correct,1
dense,True,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,1.0,1.0,1.0,0.9,1.0,False,6019.473491003737,0.0006915199999999999,correct,1
dense,True,networking-001,"What is the difference between ClusterIP, NodePort, and LoadBalancer services?",1.0,1.0,1.0,1.0,1.0,False,4118.401893996634,0.00042481999999999996,correct,1
dense,True,networking-002,How does Kubernetes DNS work for services?,1.0,1.0,1.0,0.85,1.0,False,10031.837770016864,0.00054631,correct,1
dense,True,networking-003,What is an Ingress and how does it differ from a Service?,0.0,1.0,1.0,0.9,1.0,False,5429.674327955581,0.0005662299999999999,correct,1
dense,True,networking-004,How do Network Policies restrict traffic between pods?,0.0,1.0,1.0,0.9,1.0,False,4746.943654958159,0.00039887999999999995,correct,1
dense,True,networking-005,What is a headless service in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,4145.529304048978,0.00035583,correct,1
dense,True,networking-006,How do pods communicate with each other across nodes in Kubernetes?,0.0,0.5,1.0,0.0,0.0,False,1840.403088950552,0.00036263999999999996,correct,1
dense,True,rbac-001,How do I configure RBAC in Kubernetes?,1.0,1.0,0.0,0.0,0.0,False,2472.1617930335924,0.00025128,correct,1
dense,True,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,0.5,1.0,False,4444.462822983041,0.00050863,correct,1
dense,True,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,1.0,1.0,False,13373.844902031124,0.00059488,correct,1
dense,True,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,0.0,1.0,1.0,0.9,1.0,False,4434.903202927671,0.00057973,correct,1
dense,True,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,1.0,1.0,1.0,0.9,1.0,False,4372.663463000208,0.00059216,correct,1
dense,True,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,1.0,1.0,0.9,1.0,False,4710.155235021375,0.00053036,correct,1
dense,True,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,0.0,0.5,0.0,0.0,0.0,False,2205.4973819758743,0.00025723,correct,1
dense,True,storage-002,What is a StorageClass in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,5066.162278992124,0.00034156,correct,1
dense,True,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,1.0,0.75,1.0,0.9,1.0,False,6849.569299956784,0.00078515,correct,1
dense,True,storage-004,How do you mount a Secret into a Pod as a file?,0.0,0.8,1.0,1.0,1.0,False,6347.955206059851,0.00056261,correct,1
dense,True,storage-005,What access modes do PersistentVolumes support?,1.0,0.0,0.0,0.0,0.0,False,1750.7599629461765,0.00010801,correct,1
dense,True,pods-001,What is a Kubernetes Pod?,1.0,1.0,1.0,0.9,1.0,False,2458.5996030364186,0.00044877,correct,1
dense,True,pods-002,What are the phases of a Pod lifecycle?,1.0,1.0,1.0,1.0,1.0,False,2355.832888977602,0.00032327999999999995,correct,1
dense,True,workloads-001,How do Deployments manage rolling updates in Kubernetes?,0.0,1.0,1.0,0.9,1.0,False,3855.4399519925937,0.00035345,correct,1
dense,True,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,1.0,1.0,False,5873.358773067594,0.00045941,correct,1
dense,True,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,2762.745389016345,0.0003917,correct,1
dense,True,workloads-004,How do Kubernetes Jobs differ from Deployments?,1.0,0.5,1.0,0.75,1.0,False,9420.786716975272,0.00047463,correct,1
dense,True,workloads-005,What are init containers and when are they useful?,1.0,1.0,1.0,0.9,1.0,False,5384.970293031074,0.00041045,correct,1
dense,True,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,1.0,1.0,False,3217.203965992667,0.00026353,correct,1
hybrid,False,cluster-001,What is the purpose of namespaces in Kubernetes?,1.0,0.8,1.0,1.0,1.0,False,4201.856221072376,0.00054963,,
hybrid,False,cluster-002,What is a ServiceAccount and how is it used by pods?,1.0,1.0,1.0,0.9,1.0,False,5945.996094029397,0.0007019600000000001,,
hybrid,False,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.85,1.0,False,4167.542818933725,0.00046021999999999995,,
hybrid,False,cluster-004,What are the main components of the Kubernetes control plane?,1.0,0.8,0.0,0.0,0.0,False,953.6996820243075,0.00011106999999999999,,
hybrid,False,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,1.0,1.0,1.0,0.75,1.0,False,6115.59704807587,0.00049607,,
hybrid,False,networking-001,"What is the difference between ClusterIP, NodePort, and LoadBalancer services?",1.0,1.0,1.0,1.0,1.0,False,4536.65311599616,0.00062087,,
hybrid,False,networking-002,How does Kubernetes DNS work for services?,1.0,1.0,1.0,0.85,1.0,False,2524.5332189369947,0.00024721,,
hybrid,False,networking-003,What is an Ingress and how does it differ from a Service?,1.0,0.6,1.0,0.9,1.0,False,4405.691380961798,0.00054373,,
hybrid,False,networking-004,How do Network Policies restrict traffic between pods?,0.0,1.0,1.0,0.75,1.0,False,1532.9940719529986,0.00019622999999999998,,
hybrid,False,networking-005,What is a headless service in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,1974.8672649729997,0.00017732999999999998,,
hybrid,False,networking-006,How do pods communicate with each other across nodes in Kubernetes?,0.0,0.8,1.0,0.75,1.0,False,1506.2097180634737,0.00023664,,
hybrid,False,rbac-001,How do I configure RBAC in Kubernetes?,1.0,0.8,0.0,0.0,0.0,False,1024.1345129907131,0.00016892999999999997,,
hybrid,False,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,0.7,1.0,False,6755.780672072433,0.00078493,,
hybrid,False,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,0.9,1.0,False,3483.902657055296,0.00044157999999999996,,
hybrid,False,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,2048.2423030771315,0.00022873,,
hybrid,False,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,0.0,0.2,1.0,0.75,1.0,False,3022.481443011202,0.00042955999999999995,,
hybrid,False,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,1.0,1.0,0.9,1.0,False,1711.4626460243016,0.00021446,,
hybrid,False,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,1.0,1.0,1.0,1.0,1.0,False,4114.086122019216,0.00042867999999999997,,
hybrid,False,storage-002,What is a StorageClass in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,4157.949929940514,0.00055171,,
hybrid,False,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,0.5,0.4,0.8,0.75,1.0,False,3369.243039051071,0.00053765,,
hybrid,False,storage-004,How do you mount a Secret into a Pod as a file?,1.0,1.0,1.0,0.75,1.0,False,3796.9330950872973,0.00025555999999999995,,
hybrid,False,storage-005,What access modes do PersistentVolumes support?,1.0,0.6,0.0,0.0,0.0,False,785.0060410564765,0.00014940999999999997,,
hybrid,False,pods-001,What is a Kubernetes Pod?,1.0,0.6,1.0,0.75,1.0,False,1572.7875659940764,0.00018822,,
hybrid,False,pods-002,What are the phases of a Pod lifecycle?,1.0,1.0,1.0,1.0,1.0,False,1124.1217959905043,0.00013652999999999997,,
hybrid,False,workloads-001,How do Deployments manage rolling updates in Kubernetes?,0.0,1.0,1.0,0.9,1.0,False,2456.278983037919,0.0001649,,
hybrid,False,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,1.0,1.0,False,1881.168479914777,0.00018536,,
hybrid,False,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,0.6,1.0,0.9,1.0,False,2113.078059977852,0.000212,,
hybrid,False,workloads-004,How do Kubernetes Jobs differ from Deployments?,0.0,0.6,0.0,0.0,0.0,False,1845.1012519653887,0.00015422999999999996,,
hybrid,False,workloads-005,What are init containers and when are they useful?,1.0,1.0,1.0,0.9,1.0,False,2146.898078965023,0.00021245,,
hybrid,False,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,1.0,1.0,False,2630.62068389263,0.00024448,,
hybrid,True,cluster-001,What is the purpose of namespaces in Kubernetes?,1.0,0.75,1.0,0.9,1.0,False,4868.686260073446,0.00072333,correct,1
hybrid,True,cluster-002,What is a ServiceAccount and how is it used by pods?,1.0,1.0,1.0,0.9,1.0,False,7173.424185952172,0.00059651,correct,1
hybrid,True,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.85,1.0,False,2969.08840094693,0.00035642,correct,1
hybrid,True,cluster-004,What are the main components of the Kubernetes control plane?,1.0,0.8,0.0,0.0,0.0,False,2453.2648969907314,0.00023947,correct,1
hybrid,True,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,1.0,1.0,1.0,0.75,1.0,False,5635.518976021558,0.00067022,correct,1
hybrid,True,networking-001,"What is the difference between ClusterIP, NodePort, and LoadBalancer services?",1.0,1.0,1.0,1.0,1.0,False,8907.171820988879,0.00063977,correct,1
hybrid,True,networking-002,How does Kubernetes DNS work for services?,1.0,1.0,1.0,0.85,1.0,False,4225.30284000095,0.00041821,correct,1
hybrid,True,networking-003,What is an Ingress and how does it differ from a Service?,1.0,0.5,0.0,0.0,0.0,False,2535.6743389274925,0.00036942999999999996,correct,1
hybrid,True,networking-004,How do Network Policies restrict traffic between pods?,0.0,1.0,1.0,0.9,1.0,False,3013.8582800282165,0.00039227999999999995,correct,1
hybrid,True,networking-005,What is a headless service in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3642.3839310882613,0.00031983,correct,1
hybrid,True,networking-006,How do pods communicate with each other across nodes in Kubernetes?,0.0,0.8,1.0,0.75,1.0,False,2461.0897899838164,0.00047498999999999995,correct,1
hybrid,True,rbac-001,How do I configure RBAC in Kubernetes?,1.0,1.0,0.0,0.0,0.0,False,2060.2044640108943,0.00029988,correct,1
hybrid,True,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,0.5,1.0,False,4078.775325906463,0.0006676299999999999,correct,1
hybrid,True,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,0.9,1.0,False,2978.1825829995796,0.00036448,correct,1
hybrid,True,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,7671.143628074788,0.0006349299999999999,correct,1
hybrid,True,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,0.0,0.5,1.0,0.9,1.0,False,4505.152920028195,0.00058016,correct,1
hybrid,True,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,1.0,1.0,0.85,1.0,False,5631.541076931171,0.00051311,correct,1
hybrid,True,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,1.0,1.0,1.0,1.0,1.0,False,3595.9395109675825,0.00031078,correct,1
hybrid,True,storage-002,What is a StorageClass in Kubernetes?,1.0,1.0,1.0,0.85,1.0,False,6340.823150938377,0.0006676599999999999,correct,1
hybrid,True,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,0.0,0.5,1.0,0.9,1.0,False,2769.917382975109,0.00042304999999999996,correct,1
hybrid,True,storage-004,How do you mount a Secret into a Pod as a file?,1.0,1.0,1.0,0.75,1.0,False,9207.290463964455,0.00047500999999999994,correct,1
hybrid,True,storage-005,What access modes do PersistentVolumes support?,1.0,0.5,0.0,0.0,0.0,False,2047.4293780280277,0.00027856,correct,1
hybrid,True,pods-001,What is a Kubernetes Pod?,1.0,0.5,1.0,0.75,1.0,False,3072.974141105078,0.00034572,correct,1
hybrid,True,pods-002,What are the phases of a Pod lifecycle?,1.0,1.0,1.0,1.0,1.0,False,5040.4955729609355,0.00021993,correct,1
hybrid,True,workloads-001,How do Deployments manage rolling updates in Kubernetes?,0.0,1.0,1.0,0.9,1.0,False,3459.3312280485407,0.00030064999999999996,correct,1
hybrid,True,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,1.0,1.0,False,4607.014775974676,0.00048686,correct,1
hybrid,True,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,2654.6417779754847,0.0002741,correct,1
hybrid,True,workloads-004,How do Kubernetes Jobs differ from Deployments?,0.0,0.5,0.0,0.0,0.0,False,3797.3681070143357,0.00026088,correct,1
hybrid,True,workloads-005,What are init containers and when are they useful?,1.0,1.0,1.0,1.0,1.0,False,5427.213204908185,0.0006014,correct,1
hybrid,True,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,1.0,1.0,False,3993.254631990567,0.00043858,correct,1
hybrid-rerank,False,cluster-001,What is the purpose of namespaces in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,6327.842531027272,0.00072138,,
hybrid-rerank,False,cluster-002,What is a ServiceAccount and how is it used by pods?,1.0,1.0,1.0,1.0,1.0,False,13015.346738044173,0.00105671,,
hybrid-rerank,False,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.9,1.0,False,7158.958966028877,0.00063722,,
hybrid-rerank,False,cluster-004,What are the main components of the Kubernetes control plane?,1.0,0.8,0.0,0.0,0.0,False,3684.9958850070834,0.00031312,,
hybrid-rerank,False,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,1.0,1.0,1.0,1.0,1.0,False,4916.863457998261,0.00048737,,
hybrid-rerank,False,networking-001,"What is the difference between ClusterIP, NodePort, and LoadBalancer services?",1.0,1.0,1.0,1.0,1.0,False,5635.738720069639,0.00094952,,
hybrid-rerank,False,networking-002,How does Kubernetes DNS work for services?,0.0,0.8,1.0,0.9,1.0,False,6300.489226006903,0.00086161,,
hybrid-rerank,False,networking-003,What is an Ingress and how does it differ from a Service?,1.0,0.8,1.0,0.9,1.0,False,6394.112042966299,0.0007613799999999999,,
hybrid-rerank,False,networking-004,How do Network Policies restrict traffic between pods?,0.0,1.0,1.0,0.85,1.0,False,4335.823107045144,0.00063003,,
hybrid-rerank,False,networking-005,What is a headless service in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,8464.731436921284,0.00065043,,
hybrid-rerank,False,networking-006,How do pods communicate with each other across nodes in Kubernetes?,0.0,0.6,1.0,0.85,1.0,False,5380.350918043405,0.00069894,,
hybrid-rerank,False,rbac-001,How do I configure RBAC in Kubernetes?,1.0,1.0,0.0,0.0,0.0,False,3322.588813956827,0.00046997999999999994,,
hybrid-rerank,False,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,0.5,1.0,False,9628.495477023534,0.00080863,,
hybrid-rerank,False,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,0.9,1.0,False,6451.735401991755,0.00060793,,
hybrid-rerank,False,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,4726.646359078586,0.00092563,,
hybrid-rerank,False,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,1.0,0.5,1.0,0.85,1.0,False,8170.339739997871,0.00084236,,
hybrid-rerank,False,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,1.0,1.0,0.85,1.0,False,5629.0438489522785,0.00067286,,
hybrid-rerank,False,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,1.0,1.0,1.0,1.0,1.0,False,7581.0140829999,0.00076198,,
hybrid-rerank,False,storage-002,What is a StorageClass in Kubernetes?,0.0,1.0,1.0,0.75,1.0,False,6398.837139015086,0.00067726,,
hybrid-rerank,False,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,1.0,0.6,0.8,0.9,1.0,False,5017.173839965835,0.0007811,,
hybrid-rerank,False,storage-004,How do you mount a Secret into a Pod as a file?,1.0,0.8,0.9,0.9,1.0,False,7383.4146480076015,0.00111236,,
hybrid-rerank,False,storage-005,What access modes do PersistentVolumes support?,1.0,0.6,1.0,0.75,1.0,False,5629.3618000345305,0.00063961,,
hybrid-rerank,False,pods-001,What is a Kubernetes Pod?,0.0,1.0,1.0,0.75,1.0,False,3526.274379924871,0.00061557,,
hybrid-rerank,False,pods-002,What are the phases of a Pod lifecycle?,1.0,1.0,1.0,1.0,1.0,False,2358.9863940142095,0.00060438,,
hybrid-rerank,False,workloads-001,How do Deployments manage rolling updates in Kubernetes?,0.0,0.6,1.0,0.75,1.0,False,5017.340730992146,0.00070295,,
hybrid-rerank,False,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,0.9,1.0,False,4333.651746041141,0.00056666,,
hybrid-rerank,False,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,0.8,1.0,0.9,1.0,False,4263.352495036088,0.00064385,,
hybrid-rerank,False,workloads-004,How do Kubernetes Jobs differ from Deployments?,0.0,0.0,1.0,1.0,1.0,False,4710.545739042573,0.0005809799999999999,,
hybrid-rerank,False,workloads-005,What are init containers and when are they useful?,1.0,0.8,1.0,1.0,1.0,False,5275.947566027753,0.00075755,,
hybrid-rerank,False,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,1.0,1.0,False,7184.674063930288,0.0006326799999999999,,
hybrid-rerank,True,cluster-001,What is the purpose of namespaces in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,7980.993503006175,0.00084213,correct,1
hybrid-rerank,True,cluster-002,What is a ServiceAccount and how is it used by pods?,1.0,1.0,1.0,1.0,1.0,False,8291.749306954443,0.00110201,correct,1
hybrid-rerank,True,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.9,1.0,False,7780.828856048174,0.00068642,correct,1
hybrid-rerank,True,cluster-004,What are the main components of the Kubernetes control plane?,1.0,0.5,0.0,0.0,0.0,False,4995.1215939363465,0.00033277,correct,1
hybrid-rerank,True,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,1.0,1.0,1.0,1.0,1.0,False,5246.859896928072,0.00049457,correct,1
hybrid-rerank,True,networking-001,"What is the difference between ClusterIP, NodePort, and LoadBalancer services?",1.0,1.0,1.0,1.0,1.0,False,8295.431687030941,0.00114422,correct,1
hybrid-rerank,True,networking-002,How does Kubernetes DNS work for services?,0.0,0.8,1.0,0.85,1.0,False,7168.41908195056,0.00085156,correct,1
hybrid-rerank,True,networking-003,What is an Ingress and how does it differ from a Service?,1.0,1.0,1.0,0.9,1.0,False,9009.803005959839,0.00085513,correct,1
hybrid-rerank,True,networking-004,How do Network Policies restrict traffic between pods?,0.0,1.0,1.0,0.75,1.0,False,5850.195997976698,0.00063063,correct,1
hybrid-rerank,True,networking-005,What is a headless service in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5615.737543092109,0.0006720299999999999,correct,1
hybrid-rerank,True,networking-006,How do pods communicate with each other across nodes in Kubernetes?,0.0,0.75,1.0,0.75,1.0,False,8393.940225010738,0.0008304899999999999,correct,1
hybrid-rerank,True,rbac-001,How do I configure RBAC in Kubernetes?,1.0,1.0,0.0,0.0,0.0,False,5026.16815501824,0.0005550299999999999,correct,1
hybrid-rerank,True,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,0.7,1.0,False,6672.359873075038,0.00078943,correct,1
hybrid-rerank,True,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,0.9,1.0,False,6842.346009914763,0.0007237299999999999,correct,1
hybrid-rerank,True,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,5121.201061992906,0.00057403,correct,1
hybrid-rerank,True,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,1.0,1.0,1.0,0.85,1.0,False,8291.686256998219,0.0008366599999999999,correct,1
hybrid-rerank,True,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,1.0,1.0,0.85,1.0,False,6758.284357027151,0.0007124599999999999,correct,1
hybrid-rerank,True,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,1.0,1.0,1.0,1.0,1.0,False,9941.406092024408,0.00091573,correct,1
hybrid-rerank,True,storage-002,What is a StorageClass in Kubernetes?,0.0,1.0,1.0,0.7,1.0,False,7058.690179954283,0.00083206,correct,1
hybrid-rerank,True,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,0.5,0.5,0.8,0.9,1.0,False,8395.542617072351,0.0008426,correct,1
hybrid-rerank,True,storage-004,How do you mount a Secret into a Pod as a file?,1.0,0.8,1.0,0.9,1.0,False,8764.763907995075,0.00113306,correct,1
hybrid-rerank,True,storage-005,What access modes do PersistentVolumes support?,1.0,0.5,1.0,0.75,1.0,False,6492.278944002464,0.0005622099999999999,correct,1
hybrid-rerank,True,pods-001,What is a Kubernetes Pod?,0.0,1.0,1.0,0.75,1.0,False,7167.184398043901,0.00064302,correct,1
hybrid-rerank,True,pods-002,What are the phases of a Pod lifecycle?,1.0,1.0,1.0,1.0,1.0,False,3788.731686072424,0.00028878,correct,1
hybrid-rerank,True,workloads-001,How do Deployments manage rolling updates in Kubernetes?,0.0,0.75,1.0,0.9,1.0,False,6245.836980990134,0.0008049499999999999,correct,1
hybrid-rerank,True,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,1.0,1.0,False,5227.521355962381,0.00049436,correct,1
hybrid-rerank,True,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,0.75,1.0,0.9,1.0,False,5031.885046046227,0.00066515,correct,1
hybrid-rerank,True,workloads-004,How do Kubernetes Jobs differ from Deployments?,0.0,0.0,1.0,0.9,1.0,False,6021.727718994953,0.00071088,correct,1
hybrid-rerank,True,workloads-005,What are init containers and when are they useful?,1.0,0.75,1.0,1.0,1.0,False,13517.34125893563,0.0009310999999999999,correct,1
hybrid-rerank,True,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,1.0,1.0,False,6349.257105961442,0.0006493299999999999,correct,1
hyde,False,cluster-001,What is the purpose of namespaces in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,7703.428972978145,0.00092095,,
hyde,False,cluster-002,What is a ServiceAccount and how is it used by pods?,1.0,1.0,1.0,1.0,1.0,False,6635.128135909326,0.00071742,,
hyde,False,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.9,1.0,False,8764.54157102853,0.0007741,,
hyde,False,cluster-004,What are the main components of the Kubernetes control plane?,0.0,1.0,1.0,1.0,1.0,False,3890.823018969968,0.0002173,,
