strategy,corrective,case_id,question,context_recall,context_precision,faithfulness,correctness,answer_relevancy,is_relevant_but_incorrect,latency_ms,estimated_cost_usd,corrective_category,corrective_attempts
dense,False,networking-009,What is a Resource backend in the context of an Ingress object?,1.0,1.0,1.0,0.9,1.0,False,4415.22637498565,0.0008825799999999999,,
dense,False,networking-010,What IP address management (IPAM) options are supported on Windows?,1.0,1.0,1.0,1.0,1.0,False,4596.802755957469,0.00049663,,
dense,False,networking-011,What happens to a pod affected by a NetworkPolicy if it is created before the network plugin has handled the NetworkPolicy?,1.0,1.0,1.0,1.0,1.0,False,4267.6625800086185,0.00070758,,
dense,False,networking-012,What are the required fields for an Ingress resource?,1.0,0.6,1.0,1.0,1.0,False,4661.501005990431,0.00086557,,
dense,False,networking-013,What are some limitations of the NetworkPolicy API in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5906.69675800018,0.00086769,,
dense,False,networking-014,What is a Service in Kubernetes and how can it be defined?,1.0,1.0,1.0,1.0,1.0,False,6050.58007792104,0.00092621,,
dense,False,networking-015,Who typically creates and manages EndpointSlice objects in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,4406.487945001572,0.00060352,,
dense,False,networking-016,What are some strategies to mitigate overloaded endpoints when using the PreferClose heuristic in traffic distribution?,1.0,1.0,1.0,1.0,1.0,False,4693.513354985043,0.00083001,,
dense,False,networking-017,What does the `.spec.trafficDistribution` field do in a Kubernetes Service?,1.0,1.0,1.0,1.0,1.0,False,4694.359580054879,0.00072137,,
dense,False,networking-018,What was the method for specifying Ingress classes before Kubernetes 1.18?,1.0,1.0,1.0,1.0,1.0,False,3716.9858179986477,0.00091277,,
dense,False,networking-019,When is the topology-aware routing feature not recommended?,1.0,1.0,1.0,1.0,1.0,False,3723.4775809338316,0.0003542,,
dense,False,networking-020,How are Gateway API resources implemented in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,4134.42841602955,0.0005248799999999999,,
dense,False,rbac-001,How do I configure RBAC in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5883.719219942577,0.0004923299999999999,,
dense,False,rbac-002,What issues might arise when upgrading from ABAC to RBAC in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,6938.9364320086315,0.0005182499999999999,,
dense,False,rbac-003,What roles are associated with the built-in controllers in Kubernetes when the controller manager is not started with the `--use-service-account-credentials` flag?,1.0,1.0,1.0,1.0,1.0,False,7991.826580953784,0.0011181,,
dense,False,rbac-004,What permissions are required for a user to create or update a role binding in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5119.212938006967,0.00089839,,
dense,False,rbac-005,What are the three critical areas of the Runtime phase in cloud-native information security?,1.0,1.0,1.0,1.0,1.0,False,3747.331950929947,0.00054212,,
dense,False,rbac-006,What happens if an expression in a validating admission policy grows too complicated?,1.0,0.0,1.0,0.0,0.0,False,4547.327790060081,0.00030688,,
dense,False,rbac-007,What is a virtual control plane in the context of Kubernetes multi-tenancy?,1.0,1.0,1.0,0.9,1.0,False,5222.083923057653,0.00071117,,
dense,False,rbac-008,How can I write a policy to allow any authenticated user to perform an action?,1.0,1.0,1.0,1.0,1.0,False,3721.406935947016,0.0006744199999999999,,
dense,False,rbac-009,How can I restrict a Kubernetes workload from running as the root user?,1.0,1.0,1.0,1.0,1.0,False,5076.804957003333,0.00059368,,
dense,False,rbac-010,What does Kubernetes include to help manage information security?,1.0,1.0,1.0,1.0,1.0,False,4618.6327340546995,0.0004277,,
dense,False,rbac-011,What does the ServiceAccount admission controller do when a Pod is created without a specified serviceAccountName?,1.0,1.0,1.0,0.75,1.0,False,6346.874771988951,0.00104605,,
dense,False,rbac-012,How does Kubernetes authorization relate to existing access control systems?,1.0,1.0,1.0,1.0,1.0,False,3995.8976809866726,0.00064792,,
dense,False,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,0.7,1.0,False,2938.8011110713705,0.00031498,,
dense,False,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,1.0,1.0,False,2250.7163600530475,0.00022737999999999998,,
dense,False,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,0.0,1.0,1.0,0.9,1.0,False,4286.35025199037,0.00054568,,
dense,False,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,1.0,1.0,1.0,0.85,1.0,False,2961.1505129141733,0.00026846,,
dense,False,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,1.0,1.0,0.9,1.0,False,4563.2264950545505,0.00044531,,
dense,False,scheduling-006,What happens when a node experiences an out of memory (OOM) event before the kubelet can reclaim memory?,1.0,1.0,1.0,1.0,1.0,False,12671.571671962738,0.0008570899999999999,,
dense,False,scheduling-007,What is an example of a PriorityClass definition in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,4834.373748046346,0.0005357399999999999,,
dense,False,scheduling-008,What are the known limitations of topology spread constraints in Kubernetes?,1.0,0.0,0.0,0.0,0.0,False,4196.986852097325,0.00075384,,
dense,False,scheduling-009,What is the role of kube-scheduler in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5581.72559295781,0.00070567,,
dense,False,scheduling-010,How can I discover dynamic resources of running Pods in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,4351.138768019155,0.0006285899999999999,,
dense,False,scheduling-011,How should the kubelet be configured to avoid scheduling pods that will trigger eviction due to memory pressure?,1.0,1.0,1.0,1.0,1.0,False,6260.0916411029175,0.00071995,,
dense,False,scheduling-012,What kubelet garbage collection features have been deprecated and why?,1.0,1.0,1.0,1.0,1.0,False,3901.8748860107735,0.00053004,,
dense,False,scheduling-013,How can I configure a minimum reclaim amount for resources in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,6120.82706799265,0.00069296,,
dense,False,scheduling-014,What actions can a permit plugin take at the end of the scheduling cycle for a Pod?,1.0,1.0,1.0,1.0,1.0,False,4606.858854996972,0.00053661,,
dense,False,scheduling-015,How can I ensure that my pod is placed into zone B instead of zone C in a Kubernetes cluster?,1.0,0.6,1.0,0.9,1.0,False,4300.181642989628,0.00073932,,
dense,False,scheduling-016,What do topology spread constraints rely on to identify the topology domain(s) of nodes?,1.0,1.0,1.0,1.0,1.0,False,4182.4582680128515,0.00055654,,
dense,False,scheduling-017,What is an example configuration for setting percentageOfNodesToScore in KubeSchedulerConfiguration?,1.0,1.0,1.0,1.0,1.0,False,5242.425195989199,0.0006381599999999999,,
dense,False,scheduling-018,What feature allows you to control a Pod's scheduling readiness?,1.0,1.0,1.0,1.0,1.0,False,3248.358065029606,0.00055839,,
dense,False,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,1.0,1.0,1.0,0.0,0.0,False,951.5987309860066,0.00016002999999999997,,
dense,False,storage-002,What is a StorageClass in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,2344.0266859252006,0.00022186000000000002,,
dense,False,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,1.0,0.75,1.0,0.85,1.0,False,5844.621876021847,0.00076865,,
dense,False,storage-004,How do you mount a Secret into a Pod as a file?,0.0,0.8,1.0,0.9,1.0,False,7121.939086006023,0.0007583599999999999,,
dense,False,storage-005,What access modes do PersistentVolumes support?,1.0,0.4,1.0,0.0,0.0,False,915.6754859723151,8.836e-05,,
dense,False,storage-006,What determines which CSI volume plugin is used for provisioning VolumeSnapshots in a volume snapshot class?,1.0,1.0,1.0,1.0,1.0,False,3628.5303119802848,0.00037733,,
dense,False,storage-007,What is the HTTP request format to get the status of a PersistentVolumeClaim?,1.0,0.6,1.0,1.0,1.0,False,4097.442427068017,0.0007588699999999999,,
dense,False,storage-008,What happens if I specify mount options in a StorageClass but the volume plugin does not support them?,1.0,1.0,1.0,1.0,1.0,False,3587.965920101851,0.00047034999999999997,,
dense,False,storage-009,What is the HTTP request method and endpoint for partially updating a StorageClass in Kubernetes?,1.0,0.8,1.0,1.0,1.0,False,3891.5752690518275,0.00081334,,
dense,False,storage-010,What are the effects of using the 'WaitForFirstConsumer' volume binding mode?,1.0,1.0,1.0,1.0,1.0,False,9547.045674058609,0.0008088399999999999,,
dense,False,storage-011,What does the CSINode object hold information about?,1.0,1.0,1.0,1.0,1.0,False,6018.411444034427,0.00055717,,
dense,False,storage-012,How can I select ClusterTrustBundles when using the clusterTrustBundle projected volume source?,1.0,1.0,1.0,1.0,1.0,False,4268.144093919545,0.00081471,,
dense,False,storage-013,What is the role of the `StorageClass` API object in dynamic volume provisioning?,1.0,1.0,1.0,1.0,1.0,False,4843.515294953249,0.00067864,,
dense,False,unanswerable-001,How can I configure AWS EKS to automatically scale my managed node groups based on specific CloudWatch metrics?,1.0,0.0,0.0,1.0,0.0,False,3171.705561107956,0.00044667,,
dense,False,unanswerable-002,How can I customize the resource requests and limits for individual components within an Istio service mesh when using the IstioOperator custom resource?,1.0,0.0,1.0,1.0,0.0,False,3420.139236957766,0.0005123399999999999,,
dense,False,unanswerable-003,What proprietary options does the Calico CNI plugin offer for integrating with AWS VPC CNI for enhanced network policies?,1.0,0.0,1.0,1.0,0.0,False,3512.445211992599,0.00058353,,
dense,False,unanswerable-004,What is the expected release date for Kubernetes v1.33 and what are the SLA guarantees associated with that version?,1.0,0.0,1.0,1.0,0.0,False,3822.761284071021,0.0006996299999999999,,
dense,False,unanswerable-005,How can I configure IAM roles for service accounts in AWS EKS to limit permissions for a specific pod running in a managed node group?,1.0,0.5,0.0,1.0,0.0,False,3073.7816030159593,0.0008046899999999999,,
dense,False,unanswerable-006,How does Argo CD handle secret management for GitOps workflows when deploying applications in Kubernetes?,1.0,0.0,1.0,1.0,0.0,False,3579.4249169994146,0.00054351,,
dense,False,unanswerable-007,How can I use the 'kubectl manage-resources' subcommand to optimize resource allocation in my cluster?,1.0,0.0,1.0,1.0,0.0,False,6654.4447670457885,0.00030985,,
dense,False,unanswerable-008,What are the specific configuration options provided by the Calico CNI plugin for enabling eBPF-based networking features in Kubernetes v1.32?,1.0,0.0,0.0,1.0,0.0,False,3436.618943931535,0.0006848799999999999,,
dense,False,unanswerable-009,What are the specific release dates for the Kubernetes v1.32 upgrade compared to the previous v1.31 version?,1.0,0.0,1.0,1.0,0.0,False,4019.6972190169618,0.00055383,,
dense,False,unanswerable-010,How can I configure auto-scaling for managed node groups in AWS EKS based on custom metrics?,1.0,0.0,1.0,1.0,0.0,False,5226.030452991836,0.0004216,,
dense,False,unanswerable-011,How can I customize the Prometheus Operator's alerting rules for specific applications without modifying the default configuration in Kubernetes?,1.0,0.0,1.0,1.0,0.0,False,3711.5518109640107,0.00047368999999999997,,
dense,False,unanswerable-012,How do I use the 'kubectl manage-policies' command to apply network policies in my Kubernetes cluster?,1.0,0.0,1.0,1.0,0.0,False,3471.4020380051807,0.00028752,,
dense,False,unanswerable-013,What proprietary options does the Calico CNI plugin provide for enabling eBPF-based networking enhancements in Kubernetes v1.32?,1.0,0.0,1.0,1.0,0.0,False,4813.089680974372,0.0006501699999999999,,
dense,False,unanswerable-014,"What is the expected timeline for the v1.32 to v1.33 Kubernetes version upgrade, including any specific dates for release candidates and stable releases?",1.0,0.0,1.0,1.0,0.0,False,5198.970922967419,0.00077042,,
dense,False,unanswerable-015,How can I set up automatic scaling for Amazon EKS managed node groups based on custom metrics using the AWS console?,1.0,0.0,1.0,1.0,0.0,False,4138.617843971588,0.00038071,,
dense,False,unanswerable-016,What are the best practices for managing Helm chart dependencies in a multi-environment setup using Argo CD for CI/CD pipelines?,1.0,0.0,1.0,1.0,0.0,False,6430.400470038876,0.00044586999999999996,,
dense,False,unanswerable-017,What proprietary options does the Calico CNI plugin provide for configuring network policies that are not covered in the Kubernetes v1.32 documentation?,1.0,0.0,1.0,1.0,0.0,False,3690.497435047291,0.00064136,,
dense,False,unanswerable-018,"What is the expected Service Level Agreement (SLA) for Kubernetes v1.32 when running in a managed cloud environment, such as Google Kubernetes Engine or Azure Kubernetes Service?",1.0,0.0,1.0,1.0,0.0,False,4034.3463040189818,0.0006629499999999999,,
dense,False,unanswerable-019,How does Argo CD handle syncing git repository changes when there are conflicting resources in the target Kubernetes cluster?,1.0,0.0,0.0,1.0,0.0,False,3636.698702001013,0.0008590199999999998,,
dense,False,unanswerable-020,What are the specific configuration options available for the AWS VPC CNI plugin in Kubernetes v1.32 that are not documented in the core Kubernetes documentation?,1.0,0.0,1.0,1.0,0.0,False,12189.468844910152,0.00076337,,
dense,False,unanswerable-021,What are the specific SLA commitments for Kubernetes v1.32 regarding support response times during critical incidents?,1.0,0.0,1.0,1.0,0.0,False,3834.7430070862174,0.00032232,,
dense,False,version-sensitive-001,What happens to the `adminAccess` field when the DRAAdminAccess feature is disabled in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3746.894809999503,0.00044772000000000003,,
dense,False,version-sensitive-002,What is the apiVersion for a PersistentVolumeClaim in the version documented in this chunk?,1.0,1.0,1.0,1.0,1.0,False,3686.9578779442236,0.00047750999999999995,,
dense,False,version-sensitive-003,How do you approve a CertificateSigningRequest (CSR) using the Kubernetes API in this version?,1.0,0.5,0.0,0.0,0.0,False,3276.3232430443168,0.00038647999999999997,,
dense,False,version-sensitive-004,What field can be used to specify non-base64 encoded strings directly when creating a Secret in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3584.342884947546,0.0008874999999999999,,
dense,False,version-sensitive-005,What label is deprecated in Kubernetes v1.17 in favor of topology.kubernetes.io/region?,1.0,0.2,1.0,1.0,1.0,False,24089.30647803936,0.0003097,,
dense,False,version-sensitive-006,What is the status of the `azureDisk` in-tree storage driver in Kubernetes version 1.27?,1.0,1.0,1.0,1.0,1.0,False,3609.987413045019,0.0005909899999999999,,
dense,False,version-sensitive-007,What is the apiVersion required for configuring kube-proxy in a user namespace?,1.0,1.0,1.0,1.0,1.0,False,7016.52030297555,0.00030825,,
dense,False,version-sensitive-008,What must be specified alongside `x-kubernetes-embedded-resource: true` to ensure that nothing is pruned from the embedded object in a Custom Resource Definition?,1.0,1.0,1.0,1.0,1.0,False,3582.7408850891516,0.00052819,,
dense,False,version-sensitive-009,What command-line parameters were removed in Kubernetes 1.24 regarding the management of CNI plugins by kubelet?,1.0,0.4,1.0,0.0,0.0,False,3884.050876949914,0.0005277099999999999,,
dense,False,version-sensitive-010,What is the apiVersion required for a Deployment resource in Kubernetes as specified in the deployment.yaml file?,0.0,1.0,1.0,1.0,1.0,False,18842.850240995176,0.0006857499999999999,,
dense,False,version-sensitive-011,What is the correct apiVersion for the LeaderMigrationConfiguration resource in the specified Kubernetes version?,1.0,1.0,1.0,1.0,1.0,False,4097.40949596744,0.00069876,,
dense,False,version-sensitive-012,What is the status of the annotation 'experimental.windows.kubernetes.io/isolation-type' in Kubernetes version 1.20?,1.0,1.0,1.0,1.0,1.0,False,4707.093419041485,0.00048425,,
dense,False,version-sensitive-013,What is the behavior of CoreDNS regarding FQDNs for stub-domains and nameservers?,1.0,1.0,1.0,1.0,1.0,False,3692.2019160119817,0.00072265,,
dense,False,version-sensitive-014,What happens to the `.metadata.deletionTimestamp` when a delete request for a resource is sent in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3660.6928559485823,0.0007783399999999999,,
dense,False,version-sensitive-015,What is the apiVersion for PolicyList in Kubernetes audit configuration?,1.0,1.0,1.0,1.0,1.0,False,5452.729818993248,0.00047651,,
dense,False,version-sensitive-016,What must a Gateway reference in order to be managed by a specific controller in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5995.297756977379,0.00060769,,
dense,False,version-sensitive-017,What is the purpose of the `subPath` property in volume mounts for a Pod in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,26260.046261013485,0.0007534,,
dense,False,version-sensitive-018,What option must be used with `kubectl delete` to delete a ReplicaSet without affecting its Pods in this version of Kubernetes?,1.0,0.6,1.0,1.0,1.0,False,4192.555624060333,0.00055925,,
dense,False,version-sensitive-019,What annotation was used in Kubernetes to indicate a critical Pod before it was removed in favor of Pod Priority?,1.0,1.0,1.0,1.0,1.0,False,13294.978311983868,0.00040302,,
dense,False,version-sensitive-020,What is the default value for `failurePolicy` in admission webhooks in this version of Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5449.496713001281,0.0006822999999999999,,
dense,False,version-sensitive-021,What happens to the manually specified values in the `rules` field of an aggregated ClusterRole?,1.0,1.0,1.0,1.0,1.0,False,4210.008503985591,0.00070583,,
dense,False,version-sensitive-022,What is the behavior of the generatorOptions regarding the appending of content hash suffixes to generated ConfigMaps and Secrets in the kustomization.yaml file?,1.0,1.0,1.0,1.0,1.0,False,11561.543994001113,0.00080715,,
dense,False,version-sensitive-023,"In Kubernetes v1.16, what is the required configuration for the `service` stanza in the `webhookClientConfig` when using a conversion webhook?",1.0,1.0,1.0,1.0,1.0,False,12900.853995000944,0.0007108899999999999,,
dense,False,version-sensitive-024,How can pods be removed from a ReplicationController's target set in the documented Kubernetes version?,1.0,1.0,1.0,1.0,1.0,False,4463.991414057091,0.00047363,,
dense,False,version-sensitive-025,What is the supported API version for kubeadm configuration validation in this version of kubeadm?,1.0,1.0,1.0,1.0,1.0,False,4342.530691996217,0.00040034,,
dense,False,version-sensitive-026,How can administrators automatically label GPU enabled nodes in Kubernetes using Node Feature Discovery (NFD)?,1.0,1.0,1.0,1.0,1.0,False,4504.510218044743,0.00068991,,
dense,False,version-sensitive-027,What is the correct HTTP request method and API version for creating a ServiceCIDR in Kubernetes as of v1beta1?,1.0,1.0,1.0,1.0,1.0,False,3739.915229030885,0.00094055,,
dense,False,version-sensitive-028,What is the required field in the `AuthorizationConfiguration` for the `apiserver.k8s.io/v1alpha1` API version?,1.0,1.0,1.0,1.0,1.0,False,13872.444282984361,0.0009007100000000001,,
dense,False,version-sensitive-029,"What is the valid value for the `k8s.io/deprecated` annotation in Kubernetes, and what does it indicate?",1.0,1.0,1.0,1.0,1.0,False,3787.997736944817,0.0004661,,
dense,False,version-sensitive-030,What happens when you set the `.spec.internalTrafficPolicy` of a Service to `Local` in this version of Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5939.940362004563,0.00047674999999999996,,
dense,False,version-sensitive-031,What optional fields were introduced in the `topologySpreadConstraints` for Pods as of Kubernetes version 1.26?,1.0,1.0,1.0,1.0,1.0,False,4867.200120934285,0.00069423,,
dense,False,version-sensitive-032,What happens if the `ingressClassName` is omitted in the Ingress resource?,1.0,1.0,1.0,0.75,1.0,False,9831.579593010247,0.00076189,,
dense,False,version-sensitive-033,"In which version of Kubernetes was the VolumeAttributesClass introduced, and what is the behavior regarding the immutability of the parameters field?",1.0,1.0,1.0,1.0,1.0,False,4554.59072010126,0.0006788399999999999,,
dense,False,version-sensitive-034,What is the HTTP method used to partially update a ServiceCIDR in Kubernetes v1beta1?,1.0,0.2,0.0,0.0,0.0,False,5537.466478999704,0.0009185499999999999,,
dense,False,version-sensitive-035,What attribute is used to specify the class of a Persistent Volume (PV) in this Kubernetes version?,1.0,1.0,1.0,1.0,1.0,False,5515.603587031364,0.0006694,,
dense,False,version-sensitive-036,What is the apiVersion used for the Deployment object in the provided base/deployment.yaml manifest?,1.0,1.0,1.0,1.0,1.0,False,3791.384033043869,0.00039458,,
dense,False,version-sensitive-037,"In the given Pod specification, what is the mount path and the read-only state of the volume mounted from the host?",1.0,0.5,1.0,0.0,0.0,False,3689.0806070296094,0.00053673,,
dense,False,version-sensitive-038,What must be added to the `VolumeSnapshotContent` to allow users to create a `PersistentVolumeClaim` from an existing `VolumeSnapshot` with a different volume mode than the source?,1.0,1.0,1.0,1.0,1.0,False,5127.44576705154,0.00080761,,
dense,False,pods-001,What is a Kubernetes Pod?,1.0,1.0,1.0,0.9,1.0,False,1722.238081973046,0.00027492,,
dense,False,pods-002,What are the phases of a Pod lifecycle?,1.0,1.0,1.0,1.0,1.0,False,1931.415016995743,0.00039602999999999996,,
dense,False,workloads-001,How do Deployments manage rolling updates in Kubernetes?,0.0,1.0,1.0,0.9,1.0,False,2140.549464034848,0.00022190000000000003,,
dense,False,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,1.0,1.0,False,2078.8916669553146,0.00018221,,
dense,False,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,2762.9634459735826,0.00025025,,
dense,False,workloads-004,How do Kubernetes Jobs differ from Deployments?,1.0,0.6,1.0,1.0,1.0,False,3076.9912499235943,0.00018933,,
dense,False,workloads-005,What are init containers and when are they useful?,1.0,1.0,1.0,1.0,1.0,False,4163.869149982929,0.00053195,,
dense,False,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,1.0,1.0,False,4128.896071924828,0.00037333,,
dense,False,workloads-007,What are the common ways to use ConfigMaps in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,5423.99740696419,0.00065724,,
dense,False,workloads-008,How does a DaemonSet ensure that Pods are scheduled on eligible nodes?,1.0,1.0,1.0,1.0,1.0,False,8099.397195968777,0.0006805299999999999,,
dense,False,workloads-009,How are Pods deployed and terminated in a StatefulSet?,1.0,0.67,1.0,1.0,1.0,False,5442.193697090261,0.0005247899999999999,,
dense,False,workloads-010,What happens when I use the `kubectl delete` command with `--grace-period=0` and `--force`?,1.0,1.0,1.0,1.0,1.0,False,7454.769301926717,0.0009026199999999999,,
dense,False,workloads-011,What are some uses for Secrets in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,8601.032781996764,0.0008074799999999999,,
dense,False,workloads-012,What is the HTTP request format to get the status of a specific PriorityLevelConfiguration?,1.0,1.0,1.0,1.0,1.0,False,5830.07612102665,0.0007650399999999999,,
dense,False,workloads-013,What is required in the .spec.template of a ReplicaSet manifest?,1.0,0.8,1.0,1.0,1.0,False,4815.564304008149,0.00067258,,
dense,False,workloads-014,What are the required fields for the `.spec` in a Deployment?,1.0,1.0,0.5,0.75,1.0,False,7891.451064962894,0.00055903,,
dense,False,workloads-015,What is the HTTP request method and endpoint for deleting a ValidatingWebhookConfiguration in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,12695.067891967483,0.0008490799999999999,,
dense,False,workloads-016,What HTTP request method is used to update a ValidatingWebhookConfiguration?,1.0,0.6,1.0,1.0,1.0,False,5118.890465935692,0.00072915,,
dense,False,workloads-017,How can I scale Indexed Jobs in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,4404.575887019746,0.00041343,,
dense,False,workloads-018,What happens if I try to set a schedule with `TZ` or `CRON_TZ` in Kubernetes 1.29?,1.0,1.0,1.0,1.0,1.0,False,11571.61390595138,0.00045519,,
dense,False,workloads-019,Why is it rare to create individual Pods directly in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,9994.860107079148,0.0008360399999999999,,
dense,True,cluster-001,What is the purpose of namespaces in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,4061.62720406428,0.0005677799999999999,correct,1
dense,True,cluster-002,What is a ServiceAccount and how is it used by pods?,1.0,1.0,1.0,0.9,1.0,False,8279.904815019108,0.00091061,correct,1
dense,True,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.9,1.0,False,5850.884343031794,0.00064502,correct,1
dense,True,cluster-004,What are the main components of the Kubernetes control plane?,1.0,0.8,0.0,0.0,0.0,False,10392.170318053104,0.00026407,correct,1
dense,True,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,1.0,1.0,1.0,0.9,1.0,False,7637.905578012578,0.00072812,correct,1
dense,True,cluster-006,How does Kubernetes manage the lifecycle of container images and what are the thresholds for garbage collection?,1.0,1.0,1.0,1.0,1.0,False,7564.980878029019,0.0007371599999999999,correct,1
dense,True,cluster-007,What are the valid values for the mode field in KubeletAuthorization?,1.0,1.0,1.0,1.0,1.0,False,3617.244838969782,0.00052215,correct,1
